,popularity,vote_average,vote_count,production_budget,worldwide_gross,profit,genre
263,7.419,4.6,215,1500000,30351664,28851664,horror
264,15.237,6.8,618,1000000,101053,-898947,drama
265,17.604,6.9,450,10000000,11752387,1752387,biography
266,39.137,7.4,14000,250000000,1140069413,890069413,action
267,25.808000000000003,6.9,12810,140000000,370569776,230569776,action
268,18.073,7.7,11034,170000000,714401889,544401889,action
269,15.482999999999999,7.6,3909,55000000,220648184,165648184,biography
270,18.31,6.0,587,38000000,126577874,88577874,action
271,0.6,1.5,2,2000000,2791973,791973,drama
272,0.6,5.5,4,4200000,313230,-3886770,drama
273,10.181000000000001,7.1,1478,25000000,38112154,13112154,comedy
274,13.095999999999998,7.4,1949,11800000,42843521,31043521,drama
275,13.686,5.9,2681,1800000,25878153,24078153,drama
276,23.498,5.9,4058,200000000,560155383,360155383,adventure
277,18.427,6.7,2596,175000000,383541369,208541369,adventure
278,7.691,5.2,154,6000000,8446952,2446952,comedy
279,9.432,6.1,149,12500000,2272186,-10227814,biography
280,10.544,4.9,273,85000000,113026383,28026383,action
281,7.694,6.0,206,10000000,7862131,-2137869,comedy
282,14.478,6.3,3133,50000000,217194805,167194805,action
283,13.548,6.1,673,15000000,7885048,-7114952,action
284,3.767,5.0,20,4000000,0,-4000000,action
285,24.52,6.7,4995,49000000,105002056,56002056,action
286,9.454,6.9,1398,44000000,48478084,4478084,drama
287,6.546,7.0,329,20000000,8300821,-11699179,biography
288,6.406000000000001,6.4,216,100000,59424,-40576,comedy
289,0.6,1.0,1,1500000,0,-1500000,action
290,0.639,10.0,1,1000000,0,-1000000,drama
291,14.658,5.0,842,1000000,42411721,41411721,horror
292,26.386,6.2,903,50000000,8004221,-41995779,crime
293,13.744000000000002,6.0,657,25000000,23190292,-1809708,action
294,8.807,5.9,940,13000000,11831131,-1168869,drama
295,3.793,5.4,29,2500000,0,-2500000,comedy
296,20.930999999999997,7.4,1280,75000000,197504758,122504758,adventure
297,12.556,6.7,3084,12000000,123681790,111681790,drama
298,7.692,6.1,150,10000000,7582196,-2417804,biography
299,29.055999999999997,6.7,4517,95000000,534551353,439551353,drama
300,2.5869999999999997,3.8,6,2000000,10024,-1989976,horror
301,2.86,6.9,45,900000,958978,58978,drama
302,6.537999999999999,6.8,82,25000000,28012862,3012862,fantasy
303,4.341,7.1,24,17500000,325491,-17174509,documentary
304,15.574000000000002,5.7,3714,125000000,493214888,368214888,action
305,6.604,5.2,87,3000000,0,-3000000,action
306,1.067,7.2,19,1500000,5396,-1494604,comedy
307,0.6,8.0,1,100000,0,-100000,comedy
308,14.681,6.8,4505,102000000,130673154,28673154,action
309,18.335,6.4,1679,78000000,274392649,196392649,adventure
310,25.961,8.2,8669,175000000,798008101,623008101,horror
311,4.408,4.2,36,8000000,0,-8000000,action
312,4.758,6.7,56,2000000,0,-2000000,comedy
313,12.857000000000001,7.2,3270,36000000,85309093,49309093,drama
314,9.035,5.6,331,29200000,5466698,-23733302,action
315,10.584000000000001,6.5,1371,40000000,72295262,32295262,action
316,8.964,7.3,130,700000,1110511,410511,comedy
317,5.348,7.3,76,3000000,32653000,29653000,family
318,1.9269999999999998,5.1,21,3000000,7445044,4445044,action
319,6.93,6.4,340,270000,830700,560700,biography
320,17.046,5.2,1024,20000000,79114085,59114085,action
321,12.809000000000001,7.1,1435,35000000,50363790,15363790,biography
322,10.151,6.5,707,80000000,142783718,62783718,horror
323,10.444,6.3,2128,60000000,137551594,77551594,action
324,12.357000000000001,6.2,1114,25000000,98406855,73406855,action
325,7.51,7.2,297,12500000,11826980,-673020,biography
326,11.414000000000001,5.8,452,5000000,143658,-4856342,crime
327,8.82,5.4,796,37000000,55909910,18909910,action
328,0.6,6.7,3,20000000,32051917,12051917,comedy
329,8.016,6.0,215,10000000,2179623,-7820377,drama
330,0.6,8.3,3,50000,8374,-41626,documentary
331,7.567,6.3,126,15000000,20601987,5601987,drama
332,7.406000000000001,7.0,128,2000000,35185884,33185884,drama
333,1.9369999999999998,5.6,18,17000000,0,-17000000,drama
334,17.969,7.1,1496,30000000,238099711,208099711,comedy
335,3.35,5.6,36,1000000,63014,-936986,drama
336,5.121,4.1,23,3000000,331000,-2669000,biography
337,16.355999999999998,7.3,4010,37000000,173567581,136567581,drama
338,26.906999999999996,6.7,2236,50000000,213591522,163591522,drama
339,13.651,5.9,897,31500000,38771262,7271262,action
340,7.914,5.9,166,7000000,386744,-6613256,crime
341,9.897,6.5,2986,55000000,74966854,19966854,drama
342,0.6,4.0,1,500000,0,-500000,documentary
343,1.755,4.9,18,1200000,0,-1200000,horror
344,0.84,2.0,1,250000,8969065,8719065,biography
345,0.63,7.0,1,35000000,25114901,-9885099,drama
346,7.735,6.0,201,7000000,10062896,3062896,comedy
347,2.6069999999999998,4.6,33,1250000,0,-1250000,comedy
348,12.389000000000001,7.9,4961,5000000,60611845,55611845,biography
349,6.625,5.5,103,3000000,1324299,-1675701,comedy
350,10.022,8.1,358,9500000,294654618,285154618,action
351,3.035,6.2,22,14000000,34700000,20700000,drama
352,8.933,6.7,260,10000000,8465845,-1534155,biography
353,15.75,5.9,4197,150000000,238202668,88202668,comedy
354,11.582,6.1,1004,3500000,27704111,24204111,horror
355,15.331,7.3,2715,30000000,150807172,120807172,biography
356,4.656000000000001,5.0,46,12000000,1200346,-10799654,comedy
357,12.498,6.0,1743,55000000,152269033,97269033,comedy
358,1.4,2.0,1,75000,8799,-66201,drama
359,27.641,7.3,7080,170000000,710644566,540644566,action
360,1.7719999999999998,5.1,15,3500000,0,-3500000,drama
361,1.4,4.2,3,80000000,158908290,78908290,crime
362,10.349,6.0,866,30000000,19599974,-10400026,action
363,9.491,5.9,357,6000000,1673635,-4326365,crime
364,1.4,5.5,4,1800000,0,-1800000,mystery
365,35.067,7.6,20175,58000000,801025593,743025593,action
366,38.894,7.5,8773,110000000,786680557,676680557,action
367,12.048,6.8,2676,25000000,142033509,117033509,drama
368,7.455,6.1,296,1250000,5403771,4153771,comedy
369,6.862,5.7,439,21000000,48977233,27977233,comedy
370,18.014,5.9,1207,30000000,48575965,18575965,action
371,1.0759999999999998,7.1,18,500000,152449,-347551,documentary
372,13.685,6.7,2606,156000000,122603824,-33396176,action
373,11.283,6.1,1104,30000000,87956618,57956618,horror
374,7.962000000000001,6.2,858,22000000,70536870,48536870,comedy
375,6.84,5.1,267,3000000,4668109,1668109,horror
376,22.738000000000003,6.6,1244,30000000,80131391,50131391,action
377,9.267000000000001,6.7,349,10000000,9263940,-736060,biography
378,0.885,10.0,1,1100000,27561,-1072439,drama
379,7.814,6.2,500,22000000,57520063,35520063,action
380,1.508,6.9,33,4000000,596335,-3403665,biography
381,23.673000000000002,7.2,10057,69000000,543464573,474464573,animation
382,19.014,6.9,7319,76000000,975216835,899216835,adventure
383,16.407,6.3,4106,75000000,1034727750,959727750,adventure
384,17.815,5.9,176,9000000,3681096,-5318904,action
385,6.136,5.6,206,10000000,0,-10000000,horror
386,4.268,5.0,50,500000,1778,-498222,action
387,10.203,5.9,1516,10000000,63354114,53354114,drama
388,5.893,4.5,303,7000000,36146087,29146087,horror
389,6.797999999999999,5.9,136,24000000,11723620,-12276380,action
390,0.7759999999999999,2.4,4,500000,0,-500000,action
391,3.5210000000000004,7.5,4,2660000,0,-2660000,drama
392,12.255999999999998,6.0,736,15000000,76954311,61954311,comedy
393,11.36,6.2,440,22000000,77229695,55229695,comedy
394,8.961,6.4,492,18000000,73695194,55695194,comedy
395,10.839,5.6,193,22000000,35609577,13609577,comedy
396,6.632000000000001,5.6,920,69000000,86796502,17796502,comedy
397,11.432,5.8,2667,11500000,105078449,93578449,comedy
398,16.982,6.9,8279,85000000,276014965,191014965,action
399,21.26,8.0,15725,100000000,449948323,349948323,drama
400,5.599,7.0,72,2300000,14304931,12004931,drama
401,0.84,3.2,3,1000000,0,-1000000,western
402,33.035,7.3,12582,165000000,676404566,511404566,action
403,10.679,6.8,327,37000000,96068724,59068724,drama
404,7.403,6.7,173,36000000,57824533,21824533,drama
405,7.254,5.8,302,7000000,1857458,-5142542,comedy
406,12.78,5.9,2709,5500000,41268579,35768579,comedy
407,8.405,5.5,550,25000000,39126427,14126427,fantasy
408,9.246,7.2,954,7000000,18190831,11190831,comedy
409,2.6210000000000004,4.3,9,50000,0,-50000,crime
410,10.682,5.1,1887,68000000,54462971,-13537029,drama
411,29.043000000000003,6.2,3719,70000000,220241723,150241723,action
412,10.581,6.6,460,25000000,29847480,4847480,drama
413,6.867999999999999,7.4,721,8500000,122747755,114247755,action
414,0.664,3.0,2,60000000,30063805,-29936195,action
415,1.155,4.5,2,18000000,6000000,-12000000,documentary
416,9.047,6.0,670,50000000,41642166,-8357834,drama
417,1.4,5.2,5,68000000,75685268,7685268,crime
418,13.222999999999999,6.7,2788,45000000,41467606,-3532394,action
419,8.997,6.0,528,500000,407100,-92900,comedy
420,15.875,7.5,6737,15000000,81357930,66357930,documentary
421,14.095999999999998,5.3,959,50000000,41042583,-8957417,action
422,6.957000000000001,4.0,94,12000000,0,-12000000,action
423,0.6,6.7,5,7500000,106593296,99093296,comedy
424,2.873,4.9,18,500000,0,-500000,comedy
425,1.4,3.9,15,600000,3301,-596699,comedy
426,0.6,6.0,1,22000,0,-22000,comedy
427,12.445,6.3,2973,65000000,211739043,146739043,adventure
428,1.4909999999999999,5.4,16,5200000,11633427,6433427,action
429,15.964,5.5,1842,40000000,156553592,116553592,adventure
430,24.358,7.4,9156,150000000,499837368,349837368,action
431,0.956,0.8,2,20000000,0,-20000000,animation
432,9.064,4.6,174,5000000,74639,-4925361,drama
433,7.507999999999999,4.4,243,20000000,6093725,-13906275,action
434,1.392,5.3,6,1800000,0,-1800000,comedy
435,16.675,5.9,338,50000000,45285890,-4714110,adventure
436,7.189,5.7,377,13000000,42174545,29174545,adventure
437,14.69,6.8,4168,8000000,76200721,68200721,comedy
438,9.991,6.0,1208,60000000,206598789,146598789,drama
439,0.907,4.5,2,100000,0,-100000,action
440,11.482999999999999,7.2,1190,23000000,45060480,22060480,biography
441,2.5860000000000003,6.2,33,1400000,1632,-1398368,comedy
442,6.877000000000001,6.8,100,2300000,0,-2300000,drama
443,11.252,6.3,794,60000000,82812456,22812456,crime
444,19.753,7.6,8047,178000000,370541256,192541256,action
445,14.777000000000001,7.4,519,2000000,14341016,12341016,comedy
446,5.274,9.0,1,8000000,700261,-7299739,drama
447,0.6,8.0,1,65000000,56824633,-8175367,drama
448,6.2410000000000005,6.2,48,10000000,197901,-9802099,comedy
449,17.663,6.4,5406,120000000,286192091,166192091,drama
450,0.6,7.0,1,27000,3547,-23453,drama
451,0.6,6.0,2,5900000,37831658,31931658,drama
452,13.152000000000001,7.3,1770,15000000,57586606,42586606,action
453,15.533,6.6,3558,110000000,127983283,17983283,action
454,8.776,6.8,990,20000000,34718173,14718173,drama
455,0.7190000000000001,8.7,3,38000000,50970660,12970660,drama
456,8.722000000000001,6.7,464,8000000,25621449,17621449,comedy
457,6.899,6.7,83,500000,0,-500000,mystery
458,2.645,4.8,14,3000000,0,-3000000,thriller
459,13.802,6.2,647,30000000,46438538,16438538,comedy
460,13.995,6.4,1670,100000000,262794441,162794441,adventure
461,9.227,5.8,459,40000000,74156610,34156610,adventure
462,5.742999999999999,4.8,117,650000,171962,-478038,drama
463,17.88,6.7,2799,70000000,103735965,33735965,action
464,15.924000000000001,6.3,476,17000000,3917679,-13082321,crime
465,19.9,6.7,2874,65000000,221297061,156297061,action
466,0.633,6.0,1,20000000,9208876,-10791124,drama
467,7.492999999999999,6.0,301,5000000,2821010,-2178990,comedy
468,13.998,7.2,2447,10000000,61603136,51603136,drama
469,13.089,6.4,2664,17000000,97778356,80778356,fantasy
470,4.208,6.3,73,80000000,98341932,18341932,drama
471,18.485,7.6,8026,13000000,38358392,25358392,drama
472,5.934,4.7,121,25000,489792,464792,horror
473,26.789,5.7,2909,140000000,268314513,128314513,action
474,6.3,6.3,153,31000000,15826984,-15173016,drama
475,10.219,7.1,850,13000000,35402802,22402802,drama
476,10.003,7.1,142,5000000,6653715,1653715,documentary
477,11.624,6.6,384,50000000,26097497,-23902503,biography
478,0.6,4.2,3,550000,9111,-540889,biography
479,10.059,5.8,126,4500000,11774,-4488226,action
480,28.563000000000002,7.4,12152,180000000,802402853,622402853,adventure
481,48.508,6.9,4870,200000000,652220086,452220086,adventure
482,16.36,4.4,3837,87500000,333132750,245632750,action
483,2.097,7.2,4294,125000000,630163454,505163454,action
484,14.172,6.2,895,24000000,35792945,11792945,action
485,3.3560000000000003,7.2,69,2600000,0,-2600000,documentary
486,12.45,5.8,277,25000000,21038441,-3961559,adventure
487,3.1860000000000004,5.9,37,85000000,35681080,-49318920,drama
488,5.861000000000001,4.2,63,1000000,0,-1000000,horror
489,7.51,8.0,578,3200000,690872,-2509128,horror
490,12.753,6.8,1465,24000000,64282881,40282881,drama
491,19.479,7.1,1425,111000000,289847930,178847930,adventure
492,12.083,6.1,4489,55000000,381398492,326398492,drama
493,22.511999999999997,6.1,3535,55000000,371350619,316350619,drama
494,8.783999999999999,4.4,677,5000000,22113075,17113075,comedy
495,21.229,5.4,6451,40000000,570998101,530998101,drama
496,0.6,5.2,3,500000,0,-500000,action
497,2.199,3.5,14,20000000,0,-20000000,action
498,1.31,6.5,10,1250000,2940411,1690411,drama
499,13.392000000000001,6.0,1701,40000000,155011165,115011165,horror
500,15.392999999999999,7.0,7845,200000000,1021215193,821215193,adventure
501,22.958000000000002,7.1,2304,60000000,105203825,45203825,documentary
502,12.943,6.9,446,3500000,3874772,374772,drama
503,9.808,6.0,708,25000000,40286416,15286416,comedy
504,9.844,5.7,1249,26000000,61308153,35308153,drama
505,11.692,6.7,3582,31000000,160558438,129558438,drama
506,9.781,7.4,859,14000000,4289993,-9710007,comedy
507,8.453,6.7,849,29000000,56000339,27000339,biography
508,10.704,6.8,4173,65000000,168065700,103065700,comedy
509,4.705,2.1,46,45000000,73706,-44926294,action
510,10.269,6.6,929,24000000,62989834,38989834,comedy
511,2.858,6.8,33,21000000,38017873,17017873,drama
512,4.519,6.6,63,12000000,10026255,-1973745,drama
513,0.6,5.3,3,40000,0,-40000,comedy
514,15.953,7.4,406,3500000,16376066,12876066,drama
515,1.262,3.7,15,18000000,0,-18000000,drama
516,0.669,6.3,2,3000000,78948,-2921052,drama
517,4.738,5.4,21,12000000,46730578,34730578,documentary
518,9.968,7.0,621,3750000,2436111,-1313889,comedy
519,9.42,7.4,624,3000000,11262769,8262769,comedy
520,3.989,5.8,51,45000000,112006296,67006296,horror
521,14.627,6.8,1685,39000000,81150788,42150788,animation
522,5.705,6.6,57,2900000,172867,-2727133,documentary
523,9.31,5.8,231,33000000,70958,-32929042,comedy
524,4.476,5.1,28,6000000,0,-6000000,comedy
525,11.062000000000001,5.8,410,55000000,110387072,55387072,adventure
526,12.116,6.3,540,10000000,3793739,-6206261,action
527,8.574,6.6,787,50000000,23237252,-26762748,action
528,7.313,7.3,360,7000000,1732228,-5267772,biography
529,2.9619999999999997,3.9,9,3500000,12600000,9100000,thriller
530,8.833,7.1,791,31000000,68079671,37079671,sci-fi
531,9.149,5.5,777,9900000,11310835,1410835,horror
532,14.019,6.6,4637,35000000,146595891,111595891,comedy
533,12.078,6.0,1024,30000000,40520649,10520649,comedy
534,12.862,6.2,1075,52000000,53139168,1139168,action
535,9.722999999999999,6.3,80,2300000,59696,-2240304,crime
536,9.677999999999999,5.8,987,150000000,1272469910,1122469910,adventure
537,9.587,7.4,645,900000,17549645,16649645,biography
538,7.072,5.5,249,14000000,11166615,-2833385,adventure
539,20.396,7.3,6538,190000000,1518722794,1328722794,action
540,9.45,4.6,283,35000000,39340177,4340177,comedy
541,29.116999999999997,7.4,6653,80000000,210315681,130315681,action
542,15.065,5.5,3883,140000000,375740705,235740705,action
543,19.459,6.9,2756,37000000,117378084,80378084,action
544,13.029000000000002,6.3,2527,60000000,104100903,44100903,action
545,9.417,6.5,391,17000000,7265283,-9734717,action
546,13.652999999999999,5.8,2246,100000000,220796009,120796009,action
547,12.129000000000001,6.0,1469,40000000,106511453,66511453,comedy
548,8.485,5.9,980,40000000,91455875,51455875,adventure
549,6.287999999999999,6.7,251,30000000,33339868,3339868,biography
550,0.8340000000000001,5.5,8,5000000,255367951,250367951,horror
551,10.793,5.1,380,18000000,11813989,-6186011,thriller
552,2.832,5.7,23,22000000,517600000,495600000,horror
553,21.308000000000003,6.0,5128,110000000,167910690,57910690,action
554,18.678,4.8,2039,57000000,149217355,92217355,action
555,16.079,5.4,3780,30000000,295212467,265212467,action
556,16.745,7.9,2035,7000000,36964656,29964656,documentary
557,5.405,3.5,20,500000,0,-500000,comedy
558,8.589,6.8,968,28000000,140886353,112886353,comedy
559,0.6,2.0,1,250000,0,-250000,documentary
560,5.925,6.5,83,30000000,4967493,-25032507,comedy
561,2.352,6.0,10,2450000,182358,-2267642,drama
562,18.517,5.4,2353,140000000,138836756,-1163244,action
563,24.982,6.1,5053,160000000,529076069,369076069,action
564,11.25,6.6,1324,24000000,78672579,54672579,comedy
565,8.281,6.0,394,32000000,43603990,11603990,comedy
566,31.215,7.9,10459,61000000,368567189,307567189,drama
567,1.179,5.1,7,10000000,0,-10000000,drama
568,18.957,6.2,2147,58000000,158905324,100905324,adventure
569,20.238,5.6,428,35000000,93291478,58291478,adventure
570,10.033999999999999,5.2,231,10000000,6089100,-3910900,biography
571,7.117000000000001,6.1,202,5300000,440821,-4859179,comedy
572,1.547,10.0,1,5000000,8297,-4991703,comedy
573,6.058,6.0,352,30000000,25199891,-4800109,biography
574,1.9569999999999999,6.3,38,1700000,2507159,807159,drama
575,0.6,5.0,1,250000,23894000,23644000,thriller
576,8.475,6.2,700,2000000,2151887,151887,horror
577,27.836,7.2,9586,110000000,693698673,583698673,drama
578,1.891,7.3,37,9000000,2000093,-6999907,biography
579,36.284,8.3,3499,23000000,322034439,299034439,biography
580,17.257,5.1,4290,200000000,219535492,19535492,action
581,9.943,6.8,1314,5000000,3807503,-1192497,horror
582,11.519,6.4,1176,100000000,97523020,-2476980,action
583,3.5189999999999997,6.0,44,2900000,25935,-2874065,comedy
584,1.9809999999999999,7.0,16,2000000,35312,-1964688,comedy
585,14.290999999999999,6.1,3171,75000000,272223430,197223430,comedy
586,11.289000000000001,5.9,2090,80000000,247023808,167023808,comedy
587,7.917999999999999,6.0,711,40000000,69807260,29807260,comedy
588,49.606,7.9,17958,170000000,770867516,600867516,action
589,10.767999999999999,5.1,1282,112000000,232017848,120017848,adventure
590,9.329,4.8,68,10000000,1638202,-8361798,action
591,2.157,6.3,8,200000,0,-200000,drama
592,24.074,8.1,6608,40000000,168904682,128904682,biography
593,12.312000000000001,5.9,2328,22000000,64160680,42160680,comedy
594,9.984,5.5,1009,68000000,87173475,19173475,comedy
595,20.839000000000002,6.4,2020,15000000,77514401,62514401,horror
596,8.17,6.1,167,20000000,5031975,-14968025,action
597,9.709,6.6,1944,30000000,65343694,35343694,action
598,15.982000000000001,5.9,4548,50000000,214949716,164949716,action
599,0.6,7.0,3,3000000,5746453,2746453,documentary
600,0.6,6.0,2,35000,0,-35000,drama
601,5.767,5.1,95,70000,30312,-39688,comedy
602,21.23,6.6,3211,5000000,125010260,120010260,horror
603,8.131,5.9,754,135000000,157956466,22956466,adventure
604,2.309,6.7,25,250000,67665,-182335,documentary
605,10.459000000000001,6.2,1294,2000000,17187434,15187434,action
606,1.186,5.0,7,1000000,96734,-903266,action
607,2.9139999999999997,4.6,10,60000,0,-60000,crime
608,10.015,5.6,747,23000000,36374700,13374700,action
609,13.200999999999999,7.4,87,2000000,2420962,420962,comedy
610,9.718,6.2,363,12000000,100916299,88916299,biography
611,0.6,5.0,1,35000000,28906817,-6093183,action
612,3.01,6.4,46,1000000,552614,-447386,crime
613,12.955,5.5,273,5500000,18119231,12619231,horror
614,15.749,7.3,2468,12000000,37584304,25584304,action
615,7.8020000000000005,6.4,265,1000000,14662703,13662703,comedy
616,0.6,4.7,3,5000000,0,-5000000,animation
617,15.968,7.9,7776,23000000,48163815,25163815,drama
618,0.6,5.0,2,35000,0,-35000,horror
619,23.921999999999997,5.6,2606,70000000,250700000,180700000,action
620,10.265,6.0,812,42000000,73239258,31239258,action
621,7.886,5.9,848,50000000,108660270,58660270,drama
622,26.185,7.0,2491,10000000,70133905,60133905,drama
623,1.4,6.7,12,42000000,66787173,24787173,action
624,7.14,7.0,335,7000000,382946,-6617054,comedy
625,2.222,7.8,46,1000000,0,-1000000,drama
626,14.751,8.0,4710,25000000,231771716,206771716,biography
627,2.228,4.8,15,25000000,123696741,98696741,comedy
628,3.38,5.6,38,546173,0,-546173,comedy
629,5.7620000000000005,5.8,68,10000000,248133,-9751867,comedy
630,4.545,5.9,21,1800000,842693,-957307,drama
631,7.544,4.9,43,500000,528,-499472,action
632,2.4090000000000003,2.7,3,2000000,0,-2000000,drama
633,7.48,5.7,312,22000000,17216955,-4783045,action
634,14.082,5.6,1764,35000000,82182803,47182803,action
635,5.5120000000000005,5.0,36,1000000,15156,-984844,comedy
636,8.844,5.9,300,3000000,834953,-2165047,action
637,19.331,4.1,217,42000000,41926605,-73395,adventure
638,5.31,7.0,431,4000000,4230426,230426,drama
639,0.6,4.0,1,130000000,385997896,255997896,documentary
640,10.478,5.9,659,15000000,37336874,22336874,drama
641,0.6,5.8,6,400000,89134,-310866,documentary
642,3.843,6.3,33,1200000,2859955,1659955,drama
643,14.422,6.5,1410,22000000,51695362,29695362,action
644,2.2880000000000003,7.1,39,18000000,62646763,44646763,drama
645,14.738,5.6,611,63000000,188657593,125657593,adventure
646,8.312999999999999,6.1,429,30000000,133085295,103085295,comedy
647,14.058,6.5,3842,35000000,212417601,177417601,comedy
648,18.421,6.2,2581,40000000,105945357,65945357,comedy
649,0.6,5.5,2,250000,0,-250000,family
650,0.687,3.8,3,75000000,77636443,2636443,thriller
651,9.607000000000001,5.6,1000,35000000,45671512,10671512,action
652,10.15,6.0,1383,36000000,65967750,29967750,comedy
653,8.052999999999999,5.1,512,14000000,12826644,-1173356,comedy
654,14.585,5.9,471,15000000,12758799,-2241201,action
655,15.318,6.9,5013,85000000,378505812,293505812,animation
656,16.553,6.7,3184,80000000,469500298,389500298,animation
657,26.815,6.8,1673,65000000,527079962,462079962,adventure
658,1.4,8.0,1,1400000,0,-1400000,horror
659,8.72,5.8,1033,6900000,44103982,37203982,drama
660,8.455,6.6,505,1500000,236863,-1263137,comedy
661,11.0,6.3,197,10000000,62556228,52556228,comedy
662,10.270999999999999,6.1,2036,37000000,100003780,63003780,comedy
663,28.734,7.7,7610,165000000,494870992,329870992,action
664,27.105999999999998,7.7,5589,145000000,614586270,469586270,action
665,12.936,7.1,4124,180000000,180047784,47784,documentary
666,12.545,7.8,915,2500000,23845533,21345533,adventure
667,0.6,6.0,1,1000000,0,-1000000,drama
668,7.026,8.1,196,1000000,9617402,8617402,documentary
669,11.555,6.0,2805,50000000,146195159,96195159,action
670,9.558,4.9,296,18000000,309608,-17690392,action
671,9.7,7.6,155,7000000,85604221,78604221,biography
672,8.271,5.2,231,24000000,24474463,474463,comedy
673,16.298,6.4,1088,32000000,91553797,59553797,comedy
674,8.459,7.6,1814,1000000,852399,-147601,drama
675,13.102,6.3,977,1750000,1278471,-471529,horror
676,0.7440000000000001,4.2,5,400000,433588,33588,documentary
677,12.7,5.2,1090,65000000,74575290,9575290,action
678,15.407,7.5,2904,11000000,53797409,42797409,biography
679,5.002,5.2,42,6000000,0,-6000000,documentary
680,18.233,5.9,2430,105000000,402156682,297156682,adventure
681,17.537,6.3,4598,95000000,879765137,784765137,adventure
682,7.568,7.3,455,2600000,15298355,12698355,drama
683,0.6,6.3,3,28000000,82183683,54183683,crime
684,13.552999999999999,5.8,2230,35000000,175361578,140361578,adventure
685,13.579,7.2,388,12000000,19859167,7859167,drama
686,12.047,7.4,2703,11000000,78356170,67356170,drama
687,14.774000000000001,5.8,1431,75000000,211562435,136562435,action
688,7.646,5.9,67,15000000,214182,-14785818,drama
689,14.33,6.6,2137,100000000,89693309,-10306691,action
690,5.099,6.1,83,13000000,509193,-12490807,drama
691,18.912,6.8,6245,35000000,165103952,130103952,action
692,7.1370000000000005,5.2,314,5000000,9371036,4371036,horror
693,8.972999999999999,8.1,1034,6800000,16038343,9238343,drama
694,27.92,8.3,22186,160000000,835524642,675524642,action
695,36.286,7.6,6354,200000000,1242520711,1042520711,action
696,15.732000000000001,5.1,3911,165000000,384169424,219169424,action
697,3.562,4.2,35,1800000,0,-1800000,action
698,6.202000000000001,7.8,259,100000,0,-100000,documentary
699,5.599,5.4,13,2700000,3588305,888305,documentary
700,6.122000000000001,5.2,27,4000000,4327,-3995673,action
701,2.168,2.4,8,2100000,0,-2100000,action
702,17.41,5.9,3877,75000000,219519367,144519367,drama
703,14.244000000000002,6.6,1359,20000000,14772346,-5227654,comedy
704,9.514,7.8,466,2000000,7799257,5799257,crime
705,10.549000000000001,7.2,1400,11000000,32943247,21943247,drama
706,4.758,4.4,18,175000000,854235992,679235992,crime
707,16.197,6.9,3582,1500000,99870886,98370886,horror
708,16.017,6.1,1306,10000000,167885588,157885588,horror
709,0.6,10.0,1,46000000,113622499,67622499,drama
710,22.634,7.6,782,48000000,119736188,71736188,comedy
711,28.44,8.2,18597,165000000,666379375,501379375,adventure
712,7.132999999999999,5.3,121,10000000,0,-10000000,action
713,8.884,5.8,1169,50000000,150429371,100429371,documentary
714,13.725999999999999,5.7,2880,56200000,213116401,156916401,thriller
715,5.445,7.6,71,5500000,5580479,80479,biography
716,28.515,6.8,12368,170000000,621156389,451156389,action
717,32.093,6.9,14155,200000000,1215392272,1015392272,action
718,10.202,6.1,373,25000000,5297411,-19702589,action
719,13.966,7.2,10931,35000000,697457969,662457969,horror
720,12.337,5.8,1141,5000000,19720203,14720203,horror
721,18.419,6.5,3485,2000000,23250755,21250755,horror
722,1.3319999999999999,4.6,12,10000000,1642939,-8357061,comedy
723,10.01,7.0,1324,8000000,6632950,-1367050,comedy
724,8.628,6.2,1303,35000000,84606030,49606030,biography
725,7.7010000000000005,6.9,107,9200000,5806666,-3393334,drama
726,11.277000000000001,4.1,1124,79000000,150519217,71519217,comedy
727,18.312,6.4,4155,60000000,217370736,157370736,action
728,17.085,5.6,2831,60000000,159946489,99946489,action
729,11.061,6.1,1687,60000000,131377412,71377412,action
730,12.773,5.6,3403,195000000,197687603,2687603,adventure
731,10.715,6.3,655,20000000,171685793,151685793,action
732,8.818999999999999,6.4,1420,9000000,36588512,27588512,biography
733,2.864,6.1,18,400000,44452,-355548,comedy
734,8.825,5.5,439,25000000,3771345,-21228655,action
735,14.568,6.1,3611,120000000,416168316,296168316,action
736,8.821,6.2,320,10000000,4708127,-5291873,comedy
737,7.942,5.4,241,5000000,2368937,-2631063,adventure
738,6.933,6.9,380,40000000,65282732,25282732,biography
739,17.398,6.1,1887,10000000,102445196,92445196,crime
740,6.461,5.5,96,5000000,927074,-4072926,biography
741,8.023,6.1,1622,18000000,43402515,25402515,biography
742,8.57,6.6,514,4000000,373375,-3626625,drama
743,18.549,6.1,3338,275000000,282778100,7778100,action
744,78.123,7.2,10081,30000000,76235001,46235001,action
745,15.542,6.1,1810,45000000,164640401,119640401,action
746,13.467,4.6,708,47000000,11022696,-35977304,action
747,14.454,5.9,2152,79000000,318146162,239146162,action
748,10.305,6.5,2723,60000000,101134059,41134059,drama
749,6.787000000000001,6.4,70,27500000,31157914,3657914,comedy
750,0.627,2.0,1,6000000,1365108,-4634892,horror
751,20.395,6.7,7213,90000000,964496193,874496193,action
752,8.477,6.0,103,7000000,38158601,31158601,comedy
753,24.058000000000003,5.3,4401,179000000,181982519,2982519,action
754,20.709,6.6,14056,215000000,1648854864,1433854864,action
